...1,Soundfile,Dataset,LowFreqHz,HighFreqHz,FileEndSec,UTC,FileBeginSec,ClassSpecies,KW,KW_certain,Ecotype,Provider,AnnotationLevel,FilePath,FileOk,CallType,ID,CenterTime,Duration,CalltypeCategory,HasQ,CalltypeHasQ,EcotypeCertain,Labels,HoldOut,Augmented,ShiftSec,SourceID,AugFromCT
43772,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140125_002430Z.flac,NorthBc,2593.75,2781.25,0.815,2014-01-25T00:24:30Z,0.351,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140125_002430Z.flac,TRUE,,54830,0.583,0.46399999999999997,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,54830,NA
156440,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120407_030000Z.flac,WVanIsl,3136,3360,241.358,2012-04-07T03:04:01Z,241.077,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120407_030000Z.flac,TRUE,,137081,241.2175,0.2810000000000059,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,137081,NA
51765,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110827_161500Z.flac,WVanIsl,4096,4544,196.499,2011-08-27T16:18:16Z,196.202,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110827_161500Z.flac,TRUE,,58212,196.3505,0.29699999999999704,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,58212,NA
55289,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111011_140000Z.flac,WVanIsl,1856,2272,73.656,2011-10-11T14:01:13Z,73.39,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20111011_140000Z.flac,TRUE,,60625,73.523,0.26600000000000534,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,60625,NA
43955,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140126_180930Z.flac,NorthBc,1156.25,1312.5,0.784,2014-01-26T18:09:30Z,0.48,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140126_180930Z.flac,TRUE,,54957,0.632,0.30400000000000005,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,54957,NA
53753,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110929_083000Z.flac,WVanIsl,4416,4768,221.484,2011-09-29T08:33:40Z,220.655,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110929_083000Z.flac,TRUE,,59518,221.0695,0.8290000000000077,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,59518,NA
52494,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110912_043000Z.flac,WVanIsl,864,1024,55.312,2011-09-12T04:30:55Z,55.031,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110912_043000Z.flac,TRUE,,58696,55.1715,0.2809999999999988,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,58696,NA
33044,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_130600Z.flac,NorthBc,3937.5,4218.75,94.64,2013-12-07T13:07:34Z,94.384,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131207_130600Z.flac,TRUE,,47614,94.512,0.2560000000000002,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,47614,NA
20595,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_110600Z.flac,NorthBc,3875,4250,241.695,2013-11-29T11:10:01Z,241.231,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_110600Z.flac,TRUE,,37889,241.463,0.46399999999999864,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,37889,NA
21028,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_130600Z.flac,NorthBc,2656.25,2843.75,180.191,2013-11-29T13:08:59Z,179.823,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_130600Z.flac,TRUE,,38283,180.007,0.367999999999995,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,38283,NA
10868,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131117_000600Z.flac,NorthBc,812.5,1125,6.255,2013-11-17T00:06:05Z,5.967,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131117_000600Z.flac,TRUE,,31498,6.111,0.28800000000000026,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,31498,NA
158715,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120519_230000Z.flac,WVanIsl,2976,3264,36.765,2012-05-19T23:00:36Z,36.515,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120519_230000Z.flac,TRUE,,137617,36.64,0.25,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,137617,NA
39024,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131228_093600Z.flac,NorthBc,2000,2218.75,185.919,2013-12-28T09:39:05Z,185.663,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131228_093600Z.flac,TRUE,,51842,185.791,0.2560000000000002,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,51842,NA
39340,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131231_033600Z.flac,NorthBc,812.5,1031.25,80.223,2013-12-31T03:37:19Z,79.967,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131231_033600Z.flac,TRUE,,52023,80.095,0.2560000000000002,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,52023,NA
44638,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140201_143931Z.flac,NorthBc,3093.75,3718.75,32.687,2014-02-01T14:40:03Z,32.303,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140201_143931Z.flac,TRUE,,55335,32.495,0.38400000000000034,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,55335,NA
44578,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140201_053931Z.flac,NorthBc,906.25,1281.25,6.575,2014-02-01T05:39:37Z,6.207,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140201_053931Z.flac,TRUE,,55279,6.391,0.3680000000000003,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,55279,NA
33872,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_090600Z.flac,NorthBc,3375,3625,280.864,2013-12-08T09:10:40Z,280.176,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_090600Z.flac,TRUE,,48221,280.52,0.6879999999999882,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,48221,NA
158136,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120426_153000Z.flac,WVanIsl,3168,3328,98.64,2012-04-26T15:31:38Z,98.374,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120426_153000Z.flac,TRUE,,137459,98.507,0.26600000000000534,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,137459,NA
34580,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_130600Z.flac,NorthBc,4656.25,5218.75,196.847,2013-12-08T13:09:16Z,196.543,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_130600Z.flac,TRUE,,48928,196.695,0.30400000000000205,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,48928,NA
21474,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_135100Z.flac,NorthBc,4250,4843.75,235.439,2013-11-29T13:54:53Z,233.823,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131129_135100Z.flac,TRUE,,38581,234.631,1.6159999999999854,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,38581,NA
50466,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110815_030000Z.flac,WVanIsl,2400,2688,252.985,2011-08-15T03:04:12Z,252.719,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110815_030000Z.flac,TRUE,,57640,252.852,0.26600000000001955,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,57640,NA
30825,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131204_062100Z.flac,NorthBc,3937.5,4187.5,202.111,2013-12-04T06:24:21Z,201.535,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131204_062100Z.flac,TRUE,,46192,201.823,0.5759999999999934,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,46192,NA
9014,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131101_130600Z.flac,NorthBc,1218.75,1968.75,225.856,2013-11-01T13:09:45Z,225.6,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131101_130600Z.flac,TRUE,,30148,225.728,0.2560000000000002,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,30148,NA
34032,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_112100Z.flac,NorthBc,4593.75,4812.5,293.968,2013-12-08T11:25:53Z,293.68,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_112100Z.flac,TRUE,,48380,293.824,0.2880000000000109,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,48380,NA
25426,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131130_125100Z.flac,NorthBc,4218.75,4437.5,26.959,2013-11-30T12:51:26Z,26.367,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131130_125100Z.flac,TRUE,,41837,26.663,0.5919999999999987,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,41837,NA
42981,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140119_052100Z.flac,NorthBc,781.25,968.75,252.079,2014-01-19T05:25:11Z,251.759,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140119_052100Z.flac,TRUE,,54360,251.919,0.3200000000000216,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,54360,NA
43107,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140119_173600Z.flac,NorthBc,2875,3125,133.376,2014-01-19T17:38:11Z,131.823,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140119_173600Z.flac,TRUE,,54476,132.5995,1.5529999999999973,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,54476,NA
33885,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_092100Z.flac,NorthBc,5343.75,5593.75,74.127,2013-12-08T09:22:13Z,73.839,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131208_092100Z.flac,TRUE,,48234,73.983,0.2879999999999967,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,48234,NA
49855,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110801_134500Z.flac,WVanIsl,3648,3904,3.546,2011-08-01T13:45:01Z,1.984,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110801_134500Z.flac,TRUE,,57144,2.765,1.5619999999999998,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,57144,NA
146768,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120203_180000Z.flac,WVanIsl,2208,2400,18.031,2012-02-03T18:00:17Z,17.765,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20120203_180000Z.flac,TRUE,,131604,17.898,0.26599999999999824,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,131604,NA
51431,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110824_154500Z.flac,WVanIsl,2496,3168,89.5,2011-08-24T15:46:29Z,89.062,UndBio,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110824_154500Z.flac,TRUE,,57925,89.281,0.4380000000000024,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,57925,NA
42775,DFOCRP.KkHK0R2F-NML1.SM2M-3.20140118_142100Z.flac,NorthBc,875,1062.5,242.095,2014-01-18T14:25:01Z,241.823,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20140118_142100Z.flac,TRUE,,54252,241.959,0.27199999999999136,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,54252,NA
3538,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131017_175100Z.flac,NorthBc,7156.25,7312.5,281.279,2013-10-17T17:55:40Z,280.4,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131017_175100Z.flac,TRUE,,27326,280.8395,0.8790000000000191,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,27326,NA
4963,DFOCRP.KkHK0R2F-NML1.SM2M-3.20131022_030600Z.flac,NorthBc,1187.5,1406.25,50.159,2013-10-22T03:06:49Z,49.839,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/NorthBc/DFOCRP.KkHK0R2F-NML1.SM2M-3.20131022_030600Z.flac,TRUE,,28381,49.999,0.3200000000000003,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,28381,NA
52721,DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110914_120000Z.flac,WVanIsl,896,992,42.874,2011-09-14T12:00:42Z,42.53,AB,0,NA,NA,DFO_CRP,Call,E:/DCLDE/DFO_CRP/Audio/WVanIsl/DFOCRP.H50bjRcb-WCV1.AURAL117LF.20110914_120000Z.flac,TRUE,,58846,42.702,0.3440000000000012,None,FALSE,FALSE,FALSE,Background,DCLDE_Train,FALSE,0,58846,NA
